Titolo,URL,Timestamp,User,(Testo Citato),TESTO,Costruttore,Modello,Brand,Interni,Esterni,Meccanica,Prestazioni,Consumi/Autonomia,Motore,Elettrico,Fuoristrada,Elettronica di Bordo,Manutenzione,Assistenza/Concessionari
la batcaverna 635csi &co,https://www.bmwpassion.com/forum/threads/la-batcaverna-635csi-co.85405/page-118,2005-01-07 00:00:00,Geno,"""Te l'ha de ieri ser zuccone!!! (come se io me lo ricordassi...:wink:)""",com'è che si dice portellone posteriore ? ,,,,,,,,,,,,,,
Presentazione alla stampa Lexus IS,https://www.bmwpassion.com/forum/threads/presentazione-alla-stampa-lexus-is.9104/page-7,2004-02-11 00:00:00,RALLYMAN,"""Guardando bene gli interni di questa Lexus però devo dire che sono poco sportivi... sono molto elegant non c'è che dire... ma poco sportivi. Molto in stile MB... il che non mi piace molto... """,riSTICA ! ,,,,,,,,,,,,,,
Ferrari 458 MM Speciale 2016,https://www.autopareri.com/forums/topic/61333-ferrari-458-mm-speciale-2016?&page=3#comments,2016-05-31 17:08:39,superkappa125,,La fiancata 458 Speciale vince 13-0 senza possibilità di appello su quella della MM IMHO. Una pulizia del genere e delle superfici lavorate così bene se le sognano sia la MM che la 488. ,,,,,,,,,,,,,,
Mondiale F.1 - GP del Giappone,https://forum.quattroruote.it/threads/mondiale-f-1-gp-del-giappone.118687/page-2,2018-10-03 00:00:00,Gilles82A,,secondo me più che tifo è la ricerca di sensazionalizzare ed esaltare il tutto.. alla fine il troppo stroppia sempre e non si pone il risalto sulle manovre che andrebbero realmente esaltate perchè sembra che sia tutto pazzesco.. anche quello che non lo è per nulla.. è una deriva che sta prendendo un po' tutto lo stile di tutti ( o molti ) telecronisti italiani.. ,,,,,,,,,,,,,,
Dettagli alfa 158,https://www.autopareri.com/forums/topic/7646-dettagli-alfa-158?&page=7#comments,2004-06-28 14:20:41,Zarathustra,,Leggi potenza massima e vel. max. in fondo a un giornale e sai tutto di un'auto. Bravo ! ,,,,,,,,,,,,,,
Eccola La Mia Belva,https://www.bmwpassion.com/forum/threads/eccola-la-mia-belva.83839/page-11,2008-08-05 00:00:00,fede88,,,,,,,,,,,,,,,,
1.9 MJ 120cv specchio per le allodole,https://www.autopareri.com/forums/topic/15527-19-mj-120cv-specchio-per-le-allodole?&page=3#comments,2005-09-19 09:31:46,Matteo B.,,Fried Air........ speriamo che sia una sparata da autosalone........ ( io credo che costerà di più ) io di overboost sul toyota non ho mai sentito nulla ( qiundi non so ) ....se sai quacosa puoi mandarmelo in pvt ,,,,,,,,,,,,,,
Ferrari 4x4,https://www.bmwpassion.com/forum/threads/ferrari-4x4.31419/,2006-06-09 00:00:00,gimax,,anche la Ferrari si dà all'integrale........................ Ma dove andremo a finire....................... tra qualche anno vedremo pure delle Rosse a gasolio o gpl ? ? ? ? ? ? ? http://www.autoblog.it/post/5924/foto-spia-ferrari-4x4 ,,,,,,,,,,,,,,
Tempi di consegna boxster 981,http://www.porschemania.it/discus/messages/502415/638056.html?1447076274,2013-01-18 19:23:00,alfi,,...da me senza permuta ( ma ormai e' scontato che se la si da in concessionaria e' solo in conto vendita vista la situazione ) piu del 7% non ci sono santi non vanno ( ovviamente parlando di un prodotto nuovo come 981/991 gia' sulle Cayman 987 e 997 ancora in produzione ci sono scontistiche e trattamenti differenti perche' sono a fine carriera ) anche se sei un cliente importante al massimo si riesce a rosicchiare qualcosa sulla messa su strada...e neanche sicuro. Il discorso e' semplice perche' sulle Porsche i concessionari hanno poco margine e se sforano di quel limite ci rimettono da me si rifanno sulle Audi ( essendo anche concessionaria di tale brand ) dove per combattere la crisi si spuntano ottime percentuali di sconto.,,,,,,,,,,,,,,
Leon TGI - Metano,https://forum.quattroruote.it/threads/leon-tgi-metano.81362/page-5,2014-03-29 00:00:00,renatom,Maxetto883 ha scritto: Quanti kg di metano ci entrano nella bombola? Il bagagliaio mi pare perda parecchispazio o sbaglio?... Capacità delle bombole in litri diviso 6.... Dovrebbe essere sui 16 k non mi pare tanto male. ' Maxetto883 ha scritto: Quanti kg di metano ci entrano nella bombola? Il bagagliaio mi pare perda parecchispazio o sbaglio?... Capacità delle bombole in litri diviso 6. 'Quanti kg di metano ci entrano nella bombola? Il bagagliaio mi pare perda parecchispazio o sbaglio?',Equivarrebbe a 24 litri di benzina in termini di autonomia. ,,,,,,,,,,,,,,
presentazione,https://www.bmwpassion.com/forum/threads/presentazione.337515/,2018-11-11 00:00:00,marcello180,,ciao a tutti mi chiamo marcellocomplimenti a tutti sito molto utile ! ! ! ,,,,,,,,,,,,,,
1.5 DCI...a quanti km siete arrivati? problemi riscontrati?,https://forum.quattroruote.it/threads/1-5-dci-a-quanti-km-siete-arrivati-problemi-riscontrati.55901/page-3,2011-12-11 00:00:00,BIXU68,,170000 km. Anche io ci sono arrivato con la sola manutenzione ma a 161000 ho fatto cambiare le bronzine per precauzione e erano leggermente usurate ,,,,,,,,,,,,,,
Fiat 500L 2012,https://www.autopareri.com/forums/topic/46153-fiat-500l-2012?&page=203#comments,2013-05-30 09:01:47,fidodido,,@rosso72 1.3 mjet panoramic edition ( consegna natale 2012 ) ,,,,,,,,,,,,,,
Maserati Ghibli 2013,https://www.autopareri.com/forums/topic/51327-maserati-ghibli-2013?&page=54#comments,2013-05-11 14:02:16,LucioFire,,scusate ma chi l'ha detto che da noi ci sarà solo la 250 ? I osapevo di entrambe le versioni ,,,,,,,,,,,,,,
1.5 DCI...a quanti km siete arrivati? problemi riscontrati?,https://forum.quattroruote.it/threads/1-5-dci-a-quanti-km-siete-arrivati-problemi-riscontrati.55901/page-14,2017-08-11 00:00:00,NEWsuper5,"""Salv io non ho avuto la fortuna di arrivare ai 150.000 km. Possiedo una Scenic 1.5 dci (110 cv) del 201 tenuta ben manutenzione regolare etc. Tre mesi fa' (100.000 km) si e' rotta la frizione complet costo 1000 euro. Dopo 20.000 km ovv. 120.000 e' saltata la cinghia del motor un casino. In piu' ho avuto la ''fortuna'' di trovare un meccanico testa di c.... e dopo quasi sei settimane sto ancora aspettando la macchina. Per me mai piu' Renault. Saludos""",Mi spiace per il mezzo disastro ma la manutenzione non sembra sia stata affatto regolare. La cinghia di distribuzione va sostituita ogni 6 anni o 120 mila km al primo dei due traguardi raggiunto. In alcuni casi il limite era addirittura 5 anni/120mila. Auto del 2010 siamo a metà 2017 a meno che non sia già sostituita direi che eri ben oltre il limite garantito per un componente soggetto ad usura la cui rottura può portare a danni molto ingenti. Per cui aspetterei a dare le colpe alla vettura... ,,,,,,,,,,,,,,
Mercedes-Benz Classe E Facelift 2013 [Sedan Wagon AMG],https://www.autopareri.com/forums/topic/49852-mercedes-benz-classe-e-facelift-2013-sedan-wagon-amg?&page=8#comments,2013-01-08 21:25:13,Wilhem275,,Sembra un photoshop di Pandino ,,,,,,,,,,,,,,
159 1.9 jts,https://www.autopareri.com/forums/topic/18222-159-19-jts?&page=9#comments,2006-02-06 21:55:30,select,,interessanti queste notizie... ma si sa nulla del volante e pomello in carbonio ? ? e del pacchetto multimediale ? ( schermi con lettore dvd e funzione tv ) ,,,,,,,,,,,,,,
Kia venga e dpf!!,https://forum.quattroruote.it/threads/kia-venga-e-dpf.52895/,2011-07-02 00:00:00,casper1975,,Ottima scelta benvenuto tra i venghisti... 8 ) ,,,,,,,,,,,,,,
vista la brera!!!,https://www.bmwpassion.com/forum/threads/vista-la-brera.17957/page-25,2006-01-27 00:00:00,Franzzz,"""In un segmento (quello di serie 3 e 159) in cui il 90% delle vendite è su vetture diese non c'è molto da meravigliarsi se l'Alfa non ha investito molto sui motori a benzina; quegli investimenti non l'avrebbe mai più recuperati. Del resto vale anche per BM che non investe molto nei 4 cilindri a benzin che infatti non sono nulla di che. Vero che BMW fa gli ottimi 6 cilindri in magnesi ma storicamente ha sempre venduto in quel settor e quindi può permettersi di investire. Sui diesel Alfa non è messa mal il 150cv è pur sempre un ottimo motore (superato solo dal 2.0d BMW e il 2.4 è uno dei motori con più alta potenza speecifica. BMW è avant ma non mi stancherò mai di ripeterl ciò non significa che Alfa sia indietro. Un esempio su tutti è il motore 2.2 da 177cv montato sulla IS220; da molti indicato come il più evoluto al mond su strada porta la Lexus da 0 a 100 in 2 contro gli 4s del 2.4 Mjet di 15 e consuma 10km/lt di medi contro i 12km/lt del 2.4 Alfa. E infatti le vendite di 159 stanno andando ben nonostante non ci sia ancora la SW e i cambi automatici. Il problema è la Brera; su un coupè il motore a benzina è important così come forse è più importante la brillantezza che il confor e allora ecco che motori che nascono troppo assetat e un peso eccessivo (come fa a pesare come la berlina porca miseria!?!) sono un handicap notevole. E se lo diciamo noi italian che avremmo solo da guadagnare dal buon successo di vendite Alf figuriamoci gli stranieri; questo spiega l'articolo poco simpatico riportato sopra. L'uscita del diese meno sensibile al peso rispetto al benzin migliorerà un poco le cos ma le inerzie restano eccessive. Peccat perchè resto convinto che se pesasse 200 kg in men la Brera sarebbe un'auto fantastic visto che il design è davvero fuori dall'ordinario. Ma come titola l'articol La bellezza non basta...""",Che stangata. ,,,,,,,,,,,,,,
Prezzi 8c Competizione...,https://www.autopareri.com/forums/topic/5219-prezzi-8c-competizione?&page=6#comments,2004-03-04 22:48:06,alfa 158,,E caro Fusi rimani pure non convinto Hai detto molte cose su cui non sono perniente d'accordo tra cui sotto sotto e la cosa mi da piu` fastidio perche` ti credevo piu` alfista un elogio a bmw che vale ancora meno dei soldi spesi per una alfa . Invece come molti qui critichi critichi spesso ho l'impressione per partito preso invece di dare atto che oggi alfa pur non essendo ancora al top e` una azienda diversa anni luce dal 1997 . Questo pero` non fa parte del tuo dizionario . Nel tuo dizionario c'e solo spazio per critiche critiche e ancora critiche Evviva i crucchi che in tutto questo escono sempre vincenti ! ! ! Alla nostra facciaccia di culo. Ma siamo italiani o no ? E non possiamo smentirci . La roba degli altri e` sempre migliore : auto donne calciatori ( brocchi pagati a peso d'oro ) ma basta che siano stranieri Sarebbe ora di finirla con questo atteggiamento. Bmw da noi e` superiore perche` NOI abbiamo dato ( e pagato ) un valore aggiunto a qualcosa che questo valore non ce l'ha no perche` sia superiore a alfa ,,,,,,,,,,,,,,
Ma io dico...,http://www.porschemania.it/discus/messages/502416/352669.html?1204761319,2008-02-04 23:36:00,ajorge,,Andrea...allora complimenti il doppio da parte mia ! E ti auguro che tu possa comprare tante altre...di cuore ! Bravo ! ,,,,,,,,,,,,,,
Fiat Bravo (Topic Ufficiale - 2007),https://www.autopareri.com/forums/topic/23380-fiat-bravo-topic-ufficiale-2007?&page=80#comments,2007-04-17 13:30:04,alexanderset,,€€€ ! ! ! In effetti è un pò tantino anche se la Bravo è full optional con i cerchi da 18 e il navigatore... ,,,,,,,,,,,,,,
Lancia Delta Facelift (Topic Ufficiale - 2011),https://www.autopareri.com/forums/topic/27109-lancia-delta-facelift-topic-ufficiale-2011?&page=821#comments,2010-02-08 18:48:00,Regazzoni,,Pensiero infondato e anche molto poco corretto nei confronti dell'ipotetico operaio. Gli operai non sono ne svogliati ne stupidi: lavorare male è il modo migliore per mettere a rischio il proprio posto di lavoro e quello altrui e pochi. ,,,,,,,,,,,,,,
Scénic XMod - Topic Ufficiale,https://forum.quattroruote.it/threads/sc%C3%A9nic-xmod-topic-ufficiale.14456/page-268,2011-01-14 00:00:00,primoair,,Sul sito Renault ci sono i nuovi equipaggiamenti ,,,,,,,,,,,,,,
BMW i3 2013,https://www.autopareri.com/forums/topic/52366-bmw-i3-2013?&page=11#comments,2013-07-30 05:44:21,jeby,,meno male che ormai giro solo coi mezzi pubblici... così non rischio di incontrarne una e buttarmi fuori strada per lo spavento ! ! ,,,,,,,,,,,,,,
Audi A5,https://www.bmwpassion.com/forum/threads/audi-a5.35660/page-23,2004-08-23 00:00:00,mamo,"""ordinata ieri al posto dell'infiniti ...""",Siamo in linea con la 330cd kissà se farà anche meno.... ,,,,,,,,,,,,,,
Gti Clubsport manuale o dsg?,https://forum.quattroruote.it/threads/gti-clubsport-manuale-o-dsg.120519/,2019-01-28 00:00:00,gnpb,,Sono d'accordo con te comunque dipende da come si intende l'auto molti trovano necessario lavorare di piede e braccia per divertirsi di più per me è l'opposto e preferisco la tecnica utile a migliorare le prestazioni piuttosto rinunciando alla vernice metallizzata se è un problema di budget. Per questo dico che prima va provato e preso solo se si è convinti dato che è una componente che ha una sua logica di funzionamento e sei tu che devi capirla e adattare il tuo stile di guida per trarne il massimo vantaggio non è possibile il contrario. ,,,,,,,,,,,,,,
Ho assaggiato la Signora in Rosso,https://forum.quattroruote.it/threads/ho-assaggiato-la-signora-in-rosso.1832/page-6,2010-04-25 00:00:00,Mastertanto,'Caro Maste il 22 maggio avrò la possibilita di guidare una 430 in circuit Balocco: faremo 30 minuti di teori controllo del sovrasterzo sul bagnato e........tanti tanti giri di pista con ripresi da telecamera interna(ci daranno il cd poi.... ): qche consiglio da darmi???? ',"Sarei presuntuoso se mi sentissi per il solo fatto di aver guidato su strada una F430 in grado di darti consigli. Se non quello generico di moderarti : soprattutto non pensare di essere diventato un buon pilota per aver magari imparato a controllare i sovrasterzi VOLUTI a molto maggior ragione se sul bagnato. Il punto è che controllare i sovrasterzi provocati è relativamente facile in modo inversamente proporzionale all'aderenza disponibile ma questo è drifting non è andare forte. Tutt'altra cosa è sfruttare i lievi sovrasterzi di potenza di una potente sportiva per chiudere una curva mollando il gas il meno possibile ed addirittura guadagnando tempo rispetto ad una guida pulita... questa è ben altra musica e richede sensibilità ed esperienza fuori dal comune.... ma è questo che bisognerebbe cercare di imparare quello che fa ad es. Walter Rohrl quando gira al Nurburgring con la 911 GT3 una ""danza"" da brivido tra cordoli e guard-rail. Lucio ",,,,,,,,,,,,,,
Acquistare NIU NGT approfittando del contributo rottamazione,https://www.forumelettrico.it/forum/topic5304.html?sid=9b3d6660a00250109c0902db2fb0b90b,2019-04-16 10:53:00,zimon76,,Ciaoper mia esperienza personale...ordinato NGT l'anno scorso... ho provato in mille modi ad accedere all'ecobonus ma mi han detto che chi aveva pre-ordinato l'NGT nel 2018 non poteva usufruire dell'ecobonus.Se facessero uno sconto del 30% mi incazzerei un pò visto che ho aspettato per ricevere l'NGT ho aspettato l'ecobonus mi son fatto il mazzo per cercare di ottenere l'ecobonus che non partiva ( e ancora non è partito mi pare ) ... e quando finalmente ho pagato si sblocca tutto...Attenzione che per avere l'ecobonus devi rottamare un 125cc ( o più ) e non un 50ino.Ho provato ES3 e NGT confermo le esperienze degli altri e l'NGT è superiore.CiaoSimone,,,,,,,,,,,,,,
A quanti Km siete con il vostro HDi?,https://forum.quattroruote.it/threads/a-quanti-km-siete-con-il-vostro-hdi.2061/page-3,2010-09-25 00:00:00,emmed,,Beccatevi questo ! :shock: http://www.youtube.com/watch ? v=ZEfMLamwvxw&feature=related Mia 206 Hdi ora: 286000 ... ( e dieci anni esatti ) . Saluti - ) ,,,,,,,,,,,,,,
MR 500X R4,https://forum.quattroruote.it/threads/mr-500x-r4.118175/,2018-12-17 00:00:00,pilota54,,"Una notizia che ha del clamoroso. La Milano Racing squadra corse francese fondata dalla famiglia Canavese ( origini italiane ) sta preparando per la categoria R4 una Fiat 500X ( senza alcun aiuto di Fca ma con la collaborazione della Oreca Racing ) . https://www.facebook.com/TeamMilano...400467761577/1873305539404387/ ? type=3&theater https://www.rally.it/2018/08/la-milano-racing-presenta-la-mr-500x-r4 <img alt=""[​IMG]"" class=""bbCodeImage LbImage"" data-url=""https://www.rally.it/wp-content/uploads/2018/08/xMX500R4_V2_FINAL_004-3-696x435.jpg.pagespeed.ic.R4EDrnb-of.webp"" src=""https://www.rally.it/wp-content/uploads/2018/08/xMX500R4_V2_FINAL_004-3-696x435.jpg.pagespeed.ic.R4EDrnb-of.webp""/>",,,,,,,,,,,,,,
